time_h,lambda_connectivity,global_degradation_surrogate,g_internal_erosion,g_global,dem_active_cells,mean_fines_loss,max_permeability_ratio
0.0,0.5922251745967739,1.4777961057886468,0.40777482540322607,0.47779610578864684,0,0.0002919283605627753,1.051997684536522
0.5,0.5936422428649298,1.477566409363731,0.40635775713507016,0.47756640936373107,0,0.00032235400459203743,1.052247315953906
1.0,0.5953460677746184,1.4773130134959358,0.4046539322253816,0.4773130134959358,0,0.00035591888256021896,1.0540063515598181
1.5,0.5972573456806589,1.4770335254897398,0.4027426543193411,0.47703352548973976,0,0.00039293993149507647,1.0559499253644993
2.0,0.5995378090330815,1.476725322554246,0.4004621909669185,0.47672532255424604,0,0.0004337645669135447,1.0580973396746556
2.5,0.6020816299013854,1.4763855321865305,0.39791837009861464,0.47638553218653046,0,0.000478773281248017,1.0604699021821922
3.0,0.6046515992254574,1.4760110114428162,0.3953484007745426,0.4760110114428162,0,0.0005283823895917962,1.0630911309920166
3.5,0.6070949032877585,1.475598325169711,0.3929050967122415,0.4755983251697109,0,0.0005830469131945108,1.0659869797700368
4.0,0.6102013589883505,1.4751437233102354,0.3897986410116495,0.47514372331023536,0,0.0006432635855111173,1.0691860847618793
4.5,0.6136360468438655,1.474643117451799,0.3863639531561345,0.4746431174517991,0,0.0007095739586626825,1.0727200355214208
5.0,0.6173738284300081,1.4740920568472446,0.3826261715699919,0.47409205684724465,0,0.0007825675796947446,1.0766236712605393
5.5,0.6214544740584061,1.4734857042172294,0.37854552594159385,0.47348570421722935,0,0.0008628851957996737,1.080935404778986
6.0,0.6259657426094709,1.4728188117342462,0.3740342573905291,0.4728188117342462,0,0.0009512219354789159,1.0856975759446912
6.5,0.6309531378126131,1.4720856976971337,0.3690468621873869,0.4720856976971337,0,0.0010483303982432802,1.0909568366554236
7.0,0.6367299759199624,1.4712802245314183,0.3632700240800376,0.47128022453141827,0,0.0011550235686928006,1.0967645691036254
7.5,0.643363191336863,1.4703957788963882,0.35663680866313696,0.4703957788963882,0,0.0012721774515385292,1.103177338963108
8.0,0.6507201589476689,1.4694252548448736,0.3492798410523311,0.46942525484487363,0,0.0014007333022621644,1.11025738478839
8.5,0.658582731928201,1.4683610411659067,0.34141726807179895,0.4683610411659067,0,0.0015416993037103595,1.1180731444260317
9.0,0.6671115667476748,1.467195014242057,0.3328884332523252,0.4671950142420569,0,0.0016961515122138348,1.1266998185342516
9.5,0.6765444275141782,1.465918537968827,0.3234555724858218,0.4659185379688271,0,0.0018652338682641498,1.1362237935070578
10.0,0.686330535101256,1.4645224725073054,0.31366946489874403,0.4645224725073054,0,0.00205015703713537,1.1467865955946555
10.5,0.69640100232477,1.462997193864611,0.30359899767523,0.4629971938646109,0,0.00225219581525341,1.1584393221329414
11.0,0.7092755803306761,1.4613326265072963,0.29072441966932394,0.46133262650729634,0,0.0024726848102169206,1.1712913380358507
11.5,0.7225156494883477,1.4595182913942641,0.2774843505116523,0.45951829139426414,0,0.0027130120783455205,1.1854621587224103
12.0,0.7359918349196667,1.4575433719466409,0.2640081650803333,0.45754337194664085,0,0.00297461038629435,1.2010821670431442
12.5,0.7527693815230382,1.4553968005259887,0.24723061847696182,0.45539680052598874,0,0.003258945756129151,1.2182933159812224
13.0,0.7722192828014706,1.453067367937685,0.22778071719852944,0.4530673679376851,0,0.0035675029604822165,1.2372497940678209
13.5,0.7939350857304334,1.4505438582771846,0.20606491426956663,0.4505438582771846,0,0.0039017676607837437,1.258118623600074
14.0,0.817506422665922,1.4478152110540283,0.182493577334078,0.44781521105402833,0,0.0042632049322765,1.281080153640395
14.5,0.8427722195258288,1.4448707119219906,0.15722778047417119,0.44487071192199057,0,0.0046532339998543405,1.3063284003915807
15.0,0.8705014369651513,1.4382149681927925,0.12949856303484875,0.4382149681927925,0,0.005073199123593855,1.3340711769762612
15.5,0.9009310095395148,1.429636106805728,0.09906899046048523,0.42963610680572795,0,0.005524336725968324,1.364529943158211
16.0,0.9342954849271939,1.4203147315485367,0.06570451507280606,0.4203147315485367,0,0.006007739045993758,1.3979392936100898
16.5,0.9709980176912162,1.410175445564777,0.029001982308783814,0.41017544556477703,0,0.006524314837853394,1.4345459917389782
17.0,1.011404714835648,1.399150848388757,-0.011404714835647978,0.3991508483887569,81,0.007074747897743112,1.474607445978339
17.5,1.0597145661914593,1.3865239691689426,-0.05971456619145932,0.3865239691689426,105,0.007659454492605778,1.5183895184196594
18.0,1.1148826803338245,1.3724716358879845,-0.11488268033382454,0.3724716358879845,131,0.00827854106213653,1.5661635537152496
18.5,1.1696223674587944,1.3582344260426868,-0.16962236745879444,0.35823442604268685,147,0.00893176384900664,1.618202521774445
19.0,1.234362912143475,1.3420441211657106,-0.23436291214347493,0.3420441211657106,170,0.009618492354283718,1.6747761836220056
19.5,1.3052772078406785,1.3245592403758357,-0.30527720784067847,0.3245592403758357,190,0.010337678684230701,1.7361452186467046
20.0,1.378106693966835,1.3065149719300935,-0.37810669396683494,0.30651497193009347,202,0.011087834918535875,1.8025542957341663
20.5,1.4574648493725864,1.2871416740920651,-0.45746484937258636,0.28714167409206515,226,0.011867020558605593,1.8742241319397517
21.0,1.5498508667338065,1.2653525553362177,-0.5498508667338065,0.2653525553362177,252,0.012672841885025023,1.951342660341821
21.5,1.6422894686830702,1.2433748097483788,-0.6422894686830702,0.24337480974837877,259,0.013502464654822648,2.03405552120142
22.0,1.7390110057539863,1.2205137972521842,-0.7390110057539863,0.22051379725218423,275,0.01435264100719421,2.1224561923893828
22.5,1.8423318366254804,1.196403067312816,-0.8423318366254804,0.1964030673128161,304,0.01521975074536416,2.21657617795004
23.0,1.9522155449721015,1.1710785366291117,-0.9522155449721015,0.17107853662911165,315,0.016099856366310818,2.3163757664447084
23.5,2.0777659467304432,1.1430241696751386,-1.0777659467304432,0.14302416967513865,330,0.016988770380125615,2.421735940061512
24.0,2.2031041086986742,1.1149723015212254,-1.2031041086986742,0.1149723015212254,349,0.017882132669052708,2.532452047560681
24.5,2.3444748045562656,1.0841949026061208,-1.3444748045562656,0.08419490260612084,371,0.018775494957979796,2.648229836747349
25.0,2.4811500191130405,1.054249317476414,-1.4811500191130405,0.05424931747641404,384,0.019664408971794594,2.768684367233632
25.5,2.625520758570797,1.0230619915038164,-1.6255207585707971,0.02306199150381638,401,0.020544514592741255,2.8933421900823286
26.0,2.7837487627964874,0.9896170420942352,-1.7837487627964874,-0.010382957905764822,415,0.021411624330911202,3.0216469937946817
26.5,2.9465827516345207,0.9555169127976308,-1.9465827516345207,-0.044483087202369154,432,0.022261800683282762,3.152968690552874
27.0,3.1134984952508087,0.9208780531263977,-2.1134984952508087,-0.0791219468736023,455,0.02309142345308039,3.2866156741896115
27.5,3.28387776167172,0.8858300820304028,-2.28387776167172,-0.11416991796959719,470,0.023897244779499824,3.421849747797638
28.0,3.45637705123012,0.8506227913864242,-2.45637705123012,-0.14937720861357584,486,0.024676430419569538,3.557903020381527
28.5,3.629633121825272,0.8155060035809526,-2.629633121825272,-0.1844939964190474,511,0.02542658665387471,3.693995930935635
29.0,3.8025915125835796,0.78067362663069,-2.8025915125835796,-0.21932637336931005,550,0.026145772983821695,3.829355489952298
29.5,3.971558342258356,0.7467648533053977,-2.971558342258356,-0.25323514669460234,574,0.026832501489098774,3.9632328382245676
30.0,4.133912362132491,0.7142332068927418,-3.1339123621324907,-0.28576679310725817,588,0.02748572427596888,4.0949193064674745
30.5,4.292920333147854,0.682528097943374,-3.292920333147854,-0.317471902056626,612,0.028104810845499633,4.223760303528217
31.0,4.44487628088576,0.6522813823386037,-3.44487628088576,-0.34771861766139633,634,0.0286895174403623,4.349166546449468
31.5,4.591032258788005,0.6232794074337554,-3.5910322587880046,-0.37672059256624457,644,0.029239950500252014,4.470622350294931
32.0,4.74172604195123,0.5937616088821313,-3.74172604195123,-0.40623839111786875,656,0.02975652629211165,4.58769089795903
32.5,4.879717106361705,0.5666537134910645,-3.8797171063617046,-0.4333462865089355,665,0.03023992861213709,4.70001659205121
33.0,5.0115537117271565,0.5408356565295149,-4.0115537117271565,-0.45916434347048507,674,0.030691066214511557,4.807324739396875
33.5,5.136984125532994,0.5163419867374003,-4.136984125532994,-0.4836580132625997,684,0.031111031338251074,4.9094189265668975
34.0,5.255850519039675,0.4931902007092268,-4.255850519039675,-0.5068097992907732,692,0.03150106040582891,5.0061765104781495
34.5,5.368081088295498,0.47138235671258055,-4.368081088295498,-0.5286176432874194,702,0.03186249767732166,5.0975426743487455
35.0,5.473680978285147,0.45090686575383976,-4.473680978285147,-0.5490931342461602,716,0.03219676237762319,5.183523492138672
35.5,5.572722539980405,0.43174036767734225,-4.572722539980405,-0.5682596323226577,724,0.03250531958197626,5.264178411771845
36.0,5.665335377913601,0.41384961380804686,-4.665335377913601,-0.5861503861919531,733,0.03278965495181106,5.339612517087612
36.5,5.751696563461109,0.39719329281734694,-4.751696563461109,-0.6028067071826531,737,0.0330512532597599,5.409968868264853
37.0,5.832021304506398,0.3817237517266159,-4.832021304506398,-0.6182762482733841,742,0.03329158052788849,5.47542115691629
37.5,5.906554281694401,0.3673885782473407,-4.906554281694401,-0.6326114217526593,748,0.033512069522852,5.536166850229122
38.0,5.9755617892169735,0.35413202332580895,-4.9755617892169735,-0.645867976674191,753,0.03371410830097005,5.592420941987662
38.5,6.039324756323996,0.3418962534560934,-5.039324756323996,-0.6581037465439066,755,0.03389903146984126,5.644410379225569
39.0,6.098132675438691,0.3306224309333652,-5.098132675438691,-0.6693775690666348,757,0.03406811382589159,5.692369192631895
39.5,6.152278423702585,0.3202516268046537,-5.152278423702585,-0.6797483731953463,780,0.034222566034395045,5.736534326798105
40.0,6.202053936100555,0.31072557601803186,-5.202053936100555,-0.6892744239819681,784,0.03436353203584325,5.777142142439973
40.5,6.247746668715287,0.30198728742201286,-5.247746668715287,-0.6980127125779871,786,0.03449208788656689,5.814425545967221
41.0,6.289636778641496,0.2939815230995272,-5.289636778641496,-0.7060184769004728,790,0.03460924176941261,5.848611691116563
41.5,6.32799494114555,0.2866551623081226,-5.32799494114555,-0.7133448376918774,792,0.03471593493986212,5.879920191668058
42.0,6.363080723373237,0.27995746529230336,-5.363080723373237,-0.7200425347076966,795,0.03481304340262649,5.908561782433454
42.5,6.395141436036624,0.27384025165654435,-5.395141436036624,-0.7261597483434556,796,0.03490138014230574,5.934737366748639
43.0,6.42441138899069,0.2682580070243378,-5.42441138899069,-0.7317419929756622,796,0.03498169775841067,5.9586373917680415
43.5,6.451111482579719,0.2631679305096485,-5.451111482579719,-0.7368320694903515,797,0.035054691379442726,5.9804414972442705
44.0,6.475449073415403,0.25852993420914594,-5.475449073415403,-0.7414700657908541,797,0.03512100175259429,6.000318388621828
44.5,6.497618060333327,0.2543066045736233,-5.497618060333327,-0.7456933954263767,800,0.035181218424910905,6.018425890751847
45.0,6.517799143291055,0.2504631341977043,-5.517799143291055,-0.7495368658022957,802,0.03523588294851362,6.034911144030976
45.5,6.536160214666772,0.2469672313201181,-5.536160214666772,-0.7530327686798819,803,0.035285492056857395,6.04991091006173
46.0,6.552856848629407,0.24378901317875457,-5.552856848629407,-0.7562109868212454,805,0.03533050077119186,6.063551958879841
46.5,6.5680328598881355,0.24090088832927703,-5.5680328598881355,-0.759099111670723,808,0.03537132540661033,6.0759515143109075
47.0,6.581820908151931,0.2382774321182357,-5.581820908151931,-0.7617225678817643,826,0.0354083464555452,6.087217738063291
47.5,6.5943431290362575,0.23589525870010497,-5.5943431290362575,-0.764104741299895,826,0.035441911333513376,6.097450236727573
48.0,6.6057117759679445,0.23373289229680239,-5.6057117759679445,-0.7662671077031976,827,0.03547233697754264,6.106740578948387
48.5,6.61602986090004,0.23177063980994905,-5.61602986090004,-0.768229360190051,827,0.03549991229221094,6.115172812689687
49.0,6.625391784405548,0.2299904664006136,-5.625391784405548,-0.7700095335993864,828,0.03552490044178091,6.1228239747662645
49.5,6.633883948024585,0.22837587523854808,-5.633883948024585,-0.7716241247614519,828,0.035547540989664145,6.129764586702544
50.0,6.641585343648469,0.2269117922826117,-5.641585343648469,-0.7730882077173883,829,0.03556805188854131,6.136059132546924
50.5,6.6485681162871835,0.22558445667669413,-5.6485681162871835,-0.7744155433233059,829,0.03558663132601103,6.141766515556473
51.0,6.6548980978331524,0.22438131712181797,-5.6548980978331524,-0.775618682878182,829,0.03560345943174491,6.146940491711747
51.5,6.660635310447676,0.22329093440718684,-5.660635310447676,-0.7767090655928132,829,0.03561869985287148,6.151630078859779
52.0,6.665834438997181,0.22230289014332683,-5.665834438997181,-0.7776971098566732,829,0.03563250120477275,6.15587994094749
52.5,6.670545272588943,0.22140770163288104,-5.670545272588943,-0.778592298367119,829,0.03564499840471163,6.159730747325746
53.0,6.674813115731531,0.22059674273331087,-5.674813115731531,-0.7794032572666891,829,0.03565631389576767,6.163219507501109
53.5,6.678679169999241,0.21986217050614187,-5.678679169999241,-0.7801378294938581,830,0.0356665587684838,6.166379882009393
54.0,6.682180887335783,0.2191968574052081,-5.682180887335783,-0.7808031425947919,830,0.035675833787450394,6.169242470300767
54.5,6.685352296308453,0.21859432872830753,-5.685352296308453,-0.7814056712716925,830,0.035684230329803994,6.17183507667595
55.0,6.688224302736875,0.21804870503977458,-5.688224302736875,-0.7819512949602254,830,0.03569183124231676,6.174182955410212
55.5,6.690824966182715,0.21755464926341128,-5.690824966182715,-0.7824453507365887,830,0.035698711623417555,6.176309036257241
56.0,6.6931797538102185,0.21710731814390982,-5.6931797538102185,-0.7828926818560902,830,0.035704939536130915,6.17823413154771
56.5,6.695311773120455,0.2167023177788414,-5.695311773120455,-0.7832976822211586,830,0.035710576657554616,6.179977126095075
57.0,6.697241985032868,0.21633566293102802,-5.697241985032868,-0.783664337068972,831,0.03571567887013116,6.1815551510995235
57.5,6.698989398741397,0.21600373984170718,-5.698989398741397,-0.7839962601582928,831,0.035720296799607754,6.182983743205805
58.0,6.700571249714691,0.21570327227737474,-5.700571249714691,-0.7842967277226253,831,0.03572447630422799,6.184276989824963
58.5,6.702003162143739,0.2154312905569874,-5.702003162143739,-0.7845687094430126,831,0.035728258919361204,6.185447661777805
59.0,6.703299297069581,0.21518510332065932,-5.703299297069581,-0.7848148966793407,831,0.03573168226145227,6.186507334261278
59.5,6.70447248735012,0.21496227181580696,-5.70447248735012,-0.785037728184193,831,0.03573478039486978,6.187466497080078
60.0,6.70553436055116,0.2147605864914386,-5.70553436055116,-0.7852394135085614,831,0.0357375841649422,6.18833465502598
